"";"x"
"209";0,000562181946865359
"210";0,00286534693264962
"211";0,00691813077379944
"212";0,00703578367630053
"213";0,00483660975644323
"214";0,0039610446554742
"215";0,000867650331367431
"216";0,000912583640226172
"217";0,00347463798010256
"218";0,00210739914770952
"219";0,00165507835850459
"220";0,000162937871751478
"221";0,00474411945724956
"222";0,000155847216181115
"223";0,00306367337409047
"224";0,000371372640157186
"225";0,000277655801137144
"226";0,00148192646745066
"227";0,000931906163722129
"228";0,00168288559520291
"229";0,000240974586554532
"230";0,000127918421019113
"231";0,00310946077899998
"232";0,0058246392297997
"233";0,00411517002925665
"234";0,00282672097328429
"235";9,9999999999989e-05
"236";0,00133450575222405
"237";0,0008400402569117
"238";0,00147252608471882
"239";0,000100000000000044
"240";0,000268163574463465
"241";0,00666030249098132
"242";0,00578802732553951
"243";0,000525432319483765
"244";0,000149992499749951
"245";0,00388291196302115
"246";0,000122753209436666
"247";0,00819090299187403
"248";0,000100000000000044
"249";0,00577463562573532
"250";0,00338167516282684
"251";0,0191375066261971
"252";0,00181681859194849
"253";0,000154154211331692
"254";0,00109234361524324
"255";0,00362269586147501
"256";0,00103345288767565
"257";0,00132635627702926
"258";0,00135341072719508
"259";0,00492721878727281
"260";0,000921712975950895
"261";0,00138381697188317
"262";0,000112694683955361
"263";0,00174906551609716
"264";0,00149841827100611
"265";0,00101481183621743
"266";0,00227718832558649
"267";0,00331341566459326
"268";0,00101532859766212
"269";0,00493885105721203
"270";0,00146573848554521
"271";0,00187902438013426
"272";0,000207206270950056
"273";0,0019547753703964
"274";0,00418986355661527
"275";0,00284540911405784
"276";0,00189667326989301
"277";0,00133562435903856
"278";0,000211896562091307
"279";0,000269976755941814
"280";0,000573254575980009
"281";0,000518870416964246
"282";0,000764106876885773
"283";0,000296528891518211
"284";0,00269837133432466
"285";0,00271920770253814
"286";0,0012934566887905
"287";0,000100000000000044
"288";0,000624878948654872
"289";0,000100000000000044
"290";0,00157931072735307
"291";0,00127320952179372
"292";0,000585477577670468
"293";0,00106377294972504
"294";0,000228364766671041
"295";0,00109520762903303
"296";0,00253135985585257
"297";0,0033664872818156
"298";0,00114295761880767
"299";0,00105232154825008
"300";0,00115669081802827
"301";0,000136465764085825
"302";0,00230965223947993
"303";0,00409430603392869
"304";0,000446527350634829
"305";0,00402441654550506
"306";0,00156538384559918
"307";0,00112334287412574
"308";0,000257006467638043
"309";0,00312630869901565
"310";0,000256961791870014
"311";0,00226648205296109
"312";0,00476139672473108
"313";0,000975026896922582
"314";0,000344580005187056
"315";0,00132077563868793
"316";0,00339987468605557
"317";0,00143031277147365
"318";0,000453432316441793
"319";0,00234189436879217
"320";0,00432624194094366
"321";0,000406034346831952
"322";0,000518687847258059
"323";0,00213153905103641
"324";0,000195254566878356
"325";0,00177308008506816
"326";0,00235401787233525
"327";0,000222332980576168
"328";0,00576466670223713
"329";0,00136640686805828
"330";0,000382986446206657
"331";0,000612972684952029
"332";0,00115342429753207
"333";0,00379129872535822
"334";0,00233589440798132
"335";0,000280766016080125
"336";0,000100000000000044
"337";0,00314151815929792
"338";0,00119531262716038
"339";0,0016759944143403
"340";0,00266755388709627
"341";0,00135942824067492
"342";0,000350274139609752
"343";0,000292590047314967
"344";0,00203168793596442
"345";0,000181806191874745
"346";0,00124174299029051
"347";0,000600727031685566
"348";0,00150081394134188
"349";0,000136726519060604
"350";0,00157322292256923
"351";0,00277769810218848
"352";0,00138350992786956
"353";0,00287395861635803
"354";0,002233627440343
"355";0,000128468233401458
"356";0,000957227633933855
"357";0,00587836210595882
"358";0,00117766709335021
"359";0,00128453946241003
"360";0,000100000000000044
"361";0,000282045106748563
"362";0,000943038623488546
"363";0,000214431219921596
"364";0,00120868867362667
"365";0,0023089168202558
"366";0,000860146742715007
"367";0,000863893249200776
"368";0,000454088832809285
"369";0,000315690163411875
"370";0,000628741702989322
"371";0,000939380451338234
"372";0,0011512409938722
"373";0,000359213078488074
"374";0,000116525998156813
"375";0,000648337979542113
"376";0,0010272691104643
"377";0,00271619055383576
"378";0,00112498950654372
"379";0,000144153840936301
"380";0,00213141858725202
"381";0,00151293355241672
"382";0,00186256910825888
"383";9,9999999999878e-05
"384";0,00113881953983702
"385";0,00469685114674434
"386";0,000196808592608788
"387";0,00358978205480126
"388";9,9999999999878e-05
"389";0,000100000000000044
"390";0,0017144584801207
"391";0,00103991774762591
"392";0,00125422021177518
"393";0,000100000000000044
"394";0,00259006616431756
"395";0,000808171745412867
"396";0,00172509493059325
"397";0,0011766169355934
"398";0,00291832213185433
"399";9,9999999999878e-05
"400";0,00298986000738116
"401";9,9999999999878e-05
"402";0,000701783980274207
"403";0,000672574320625952
"404";0,00320638463841527
"405";0,000197558395752362
"406";0,00184753289336653
"407";9,9999999999878e-05
"408";0,00019767425312156
"409";0,00135637511866693
"410";9,9999999999878e-05
"411";0,000855447809182452
"412";0,00209440635883357
"413";0,00206873231536314
"414";0,00186479440836967
"415";0,000213937241105133
"416";0,000100000000000044
"417";0,00130512726055787
"418";0,000232116513442182
"419";0,000149992499749951
"420";0,00102390969154192
"421";0,00030719427916498
"422";0,000166152000754094
"423";0,00133992665168076
"424";0,000350287486260925
"425";0,0013411842886798
"426";0,00723377622074706
"427";0,000475445306702182
"428";0,00530561503713722
"429";0,00164191504005323
"430";0,000196242204901331
"431";0,000297680900448904
"432";0,000590333980155511
"433";0,000343395457777507
"434";0,0008177446914438
"435";0,000129757960799226
"436";0,00251076955564733
"437";0,00277506917014642
"438";0,000440334692285327
"439";0,000165885816321654
"440";0,00573352237870972
"441";0,000975808199229655
"442";0,000100000000000044
"443";0,000284739722720972
"444";0,00231103898170293
"445";0,00248048612192964
"446";0,001018809624661
"447";0,000949580830560792
"448";0,00382909799596753
"449";0,000205354524597967
"450";0,000816907630013797
"451";0,00256749890177904
"452";0,00151201188173616
"453";0,011395697717376
"454";0,000173733116479002
"455";0,000185338925502709
"456";0,00164301548637547
"457";0,00362451915838963
"458";0,00059088689560205
"459";0,00236159280180431
"460";0,00132293333978967
"461";0,00138797618666642
"462";0,0117520702214705
"463";0,000100000000000044
"464";0,00782055207032556
"465";0,00511977751273685
"466";0,00328288625686507
"467";0,00141637036070508
"468";0,000954593689029337
"469";0,000144995372620249
"470";0,000100000000000044
"471";0,000257299704599256
"472";0,0029947854962229
"473";0,00100128715789632
"474";0,000100000000000044
"475";0,00311364822027682
"476";0,00185745796214626
"477";0,00250854584503546
"478";0,00351227382023539
"479";0,00656570046522192
"480";0,00452864000922537
"481";0,00386458541556717
"482";9,9999999999878e-05
"483";0,00244379065171335
"484";0,0100082730647874
"485";0,0174278236051072
"486";0,018951796136657
"487";0,00468621611238657
"488";0,000621676237942015
"489";0,000103158949386895
"490";0,00401539796511091
"491";0,000575123552532641
"492";0,000100000000000044
"493";0,00171615509842327
"494";0,00125378143867072
"495";0,00160769500129399
"496";0,000672826938384052
"497";0,00271379343367145
"498";0,00222136561823311
"499";0,00208603437109778
"500";0,00178607437503198
"501";0,00277089106743672
"502";0,000610790441463338
"503";0,00338751126070613
"504";0,00125980933292769
"505";0,00110375174846788
"506";0,00252683001465059
"507";0,006054796379514
"508";0,00029785137782079
"509";0,000788992990550963
"510";0,000993116443434527
"511";0,000961037008931354
"512";0,00184943412529137
"513";0,000778633590326705
"514";0,00101125508452077
"515";0,000164381284130488
"516";0,000255082754866853
"517";0,000195685395508904
"518";0,00351686263862921
"519";0,000405820957397163
"520";0,000379889352003004
"521";0,00100576841315708
"522";0,000316995338520143
"523";0,000245797386195123
"524";0,00026204414373826
"525";0,000720395710037403
"526";0,000874522065722916
"527";0,000650206143972709
"528";0,00674632277460951
"529";0,0071048689331365
"530";0,0158687428376054
"531";0,00215440968300024
"532";0,00746127747839925
"533";0,00173198038030337
"534";0,0057997360209468
"535";0,00423790193820167
"536";0,00152116596092666
"537";0,00198462726646614
"538";0,0125187310536846
"539";0,000100000000000044
"540";0,0113469899115969
"541";0,00161625140242627
"542";0,000687501526440815
"543";0,00376934017036989
"544";0,00241779130992581
"545";0,00158460197285509
"546";0,00533182378126396
"547";0,000100000000000044
"548";0,00141045746935159
"549";0,00367864577115951
"550";0,000363423405269681
"551";0,00187780519572639
"552";0,00270451358175461
"553";0,00545420770252747
"554";0,00167221757047287
"555";0,00129645155754216
"556";0,000539640394808638
"557";0,000377821216728802
"558";0,000421942986693347
"559";0,00178998074059739
"560";0,000150045903301921
"561";0,000558091626848778
"562";0,000398781109296587
"563";0,00211268480001559
"564";0,000163498565762366
"565";0,000271443035555652
"566";0,000877759964555413
"567";0,000154914588726462
"568";0,00101387822867649
"569";0,00250169296708552
"570";0,00129714178377888
"571";0,00144895945905738
"572";0,000456514061301816
"573";0,000893578293885533
"574";0,00047289631900832
"575";0,000869698701977784
"576";0,00157040009360793
"577";0,00147775655081084
"578";0,00201061708113048
"579";0,000868745433485696
"580";0,000676730808906179
"581";0,00116212526860604
"582";0,00177155965098452
"583";0,00478458936359505
"584";0,00520007426716762
"585";0,000144455632020923
"586";0,00262386787669311
"587";0,00157744259422049
"588";0,000100000000000044
"589";0,000697734344183965
"590";0,000149992499749951
"591";0,000100000000000044
"592";0,000715198596097366
"593";0,0004946820685231
"594";0,00140751957501595
"595";0,00018328783520416
"596";0,00200464484996188
"597";0,00240411918115696
"598";0,00490077714284926
"599";0,00490077714284926
